intersection_id,timestep,q_n,q_s,q_e,q_w,w_n,w_s,w_e,w_w,phase,elapsed
i2,291,4.9,6.9,6.9,6.6,6.1,7.3,9.5,8.9,0,0
i3,291,4.9,7.1,7.4,8.2,5.8,7.8,9.5,10.1,0,2
i4,291,4.1,6.6,7.8,6.6,4.6,8.3,9.6,7.8,0,4
i5,291,5.8,6.3,8.0,6.9,6.6,7.8,11.5,9.0,1,8
i6,291,6.3,7.1,6.3,6.5,7.6,9.4,7.3,6.5,0,36
i0,292,5.7,5.5,6.3,5.0,7.0,5.8,8.9,7.7,1,9
i1,292,5.0,6.5,6.6,4.7,6.5,7.9,8.1,3.6,0,20
i2,292,5.4,6.3,8.3,5.2,6.5,7.1,11.6,6.8,0,1
i3,292,5.4,7.2,6.4,7.1,7.4,9.4,8.2,7.8,0,3
i4,292,5.4,6.3,6.7,6.6,5.7,7.2,7.8,9.8,0,5
i5,292,5.3,4.8,8.8,5.4,6.4,5.1,9.9,5.5,1,9
i6,292,7.2,7.0,6.2,8.2,7.2,9.1,6.9,10.5,0,37
i0,293,6.6,6.2,7.1,5.9,7.5,6.7,9.2,7.3,1,10
i1,293,3.9,6.1,6.0,5.1,4.9,8.3,7.8,6.2,0,21
i2,293,4.9,6.6,8.9,5.3,5.5,7.2,11.5,7.2,0,2
i3,293,4.9,7.4,6.2,6.8,5.7,8.4,6.5,6.6,0,4
i4,293,5.6,5.4,7.3,7.3,6.5,5.1,8.4,9.3,0,6
i5,293,5.4,4.3,7.1,5.0,6.5,5.6,10.0,5.4,1,10
i6,293,7.3,7.0,7.2,7.7,9.7,8.6,8.4,10.2,0,38
i0,294,4.9,6.1,7.4,6.5,5.8,7.5,10.6,8.7,1,11
i1,294,4.2,4.8,5.2,5.8,4.9,5.7,7.3,7.3,0,22
i2,294,6.4,6.8,7.4,5.1,8.0,9.0,7.9,7.7,0,3
i3,294,4.7,7.0,6.7,5.8,6.1,9.3,7.6,7.0,0,5
i4,294,5.4,5.7,7.4,6.5,5.5,8.9,9.9,7.2,0,7
i5,294,5.9,5.4,6.5,4.8,7.4,7.6,9.5,5.1,1,11
i6,294,7.0,6.9,6.7,7.8,9.1,7.7,9.7,9.8,0,39
i0,295,4.7,6.8,6.5,6.8,5.3,8.0,6.7,9.9,1,12
i1,295,4.7,4.7,6.1,5.5,4.9,4.6,8.2,6.2,0,23
i2,295,7.3,5.1,8.5,6.1,9.7,4.5,11.4,7.3,0,4
i3,295,5.5,7.0,7.1,6.9,6.7,8.8,9.6,9.2,0,6
i4,295,6.2,5.4,7.3,6.7,7.2,6.1,9.0,8.4,0,8
i5,295,6.7,6.5,5.3,5.3,8.5,7.6,6.5,6.8,1,12
i6,295,6.2,7.1,6.4,6.9,8.1,9.5,7.4,8.9,1,0
i0,296,5.3,7.6,6.0,5.8,6.2,9.7,6.4,8.3,1,13
i1,296,4.4,4.0,7.0,4.7,4.6,5.6,9.5,6.1,1,0
i2,296,7.3,6.2,7.9,5.5,8.2,7.2,11.1,7.6,0,5
i3,296,5.7,7.8,6.7,6.4,6.2,10.0,8.4,7.7,0,7
i4,296,6.8,7.3,6.5,6.9,8.1,8.7,7.0,8.6,0,9
i5,296,5.6,7.3,5.2,6.3,6.2,9.6,7.4,6.4,1,13
i6,296,6.2,7.7,6.9,6.6,7.0,8.1,7.2,9.5,1,1
i0,297,5.3,7.7,5.9,4.6,6.5,10.6,7.5,5.0,1,14
i1,297,5.4,5.1,6.4,3.9,5.9,6.7,8.0,6.4,1,1
i2,297,7.7,6.8,7.3,6.6,11.2,8.7,8.5,8.6,0,6
i3,297,6.3,7.6,7.0,7.5,8.9,9.9,9.0,8.3,0,8
i4,297,7.6,5.9,6.6,6.4,9.3,8.0,8.3,10.3,0,10
i5,297,5.2,7.0,6.0,6.3,4.5,10.0,6.3,6.6,1,14
i6,297,6.2,7.5,8.6,6.4,7.6,7.9,9.6,7.3,1,2
i0,298,5.7,8.0,5.0,3.8,7.5,10.0,7.6,5.7,0,0
i1,298,5.0,5.1,6.3,3.8,5.9,6.5,7.2,3.8,1,2
i2,298,6.6,7.2,6.3,5.2,7.0,10.1,7.8,6.4,0,7
i3,298,6.4,7.3,6.7,6.9,7.8,7.9,8.4,8.6,0,9
i4,298,8.3,5.3,6.3,5.9,9.8,6.0,8.1,7.2,0,11
i5,298,5.8,6.7,6.3,7.3,7.5,9.4,8.6,9.6,1,15
i6,298,5.8,7.8,8.3,7.5,7.2,9.9,11.7,8.4,1,3
i0,299,6.8,6.7,5.8,5.7,7.9,7.2,6.7,7.5,0,1
i1,299,5.1,5.7,6.7,5.4,7.1,7.2,7.9,7.2,1,3
i2,299,6.6,7.6,6.9,5.6,7.9,9.9,9.4,7.7,0,8
i3,299,7.1,6.8,6.0,6.5,9.3,8.7,9.7,8.1,0,10
i4,299,8.4,4.8,7.1,5.7,8.6,5.5,9.3,7.4,0,12
i5,299,4.9,8.0,5.5,8.0,6.7,10.2,6.4,10.4,1,16
i6,299,4.2,9.1,8.8,7.6,6.4,9.5,11.9,8.2,1,4
